SKU,brands,name,description,taste_notes,taste_notes_category,price_200g,image_url,varietal,altitude,processing method,roast level,roasted for,origin,blend,link
544,Cloud Catcher Roastery,Kenya Kagunyu - Washed,"SALE PRICE RM70.00 Intense berry sweetness is the hallmark of a great SL varietal—exactly what we chase in our Kenyan washed lots. Magdelene's coffee returns once again, as vibrant and sweet as ever. Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Berries, Citrus, Plum ORIGIN TALES Producer Magdalene Mwangi Origin Kenya Varietal SL28/ SL34 Process Washed Altitude 1500m- 1800m ABOUT KAGUNYU COFFEE FACTORY The beautiful and electric chairwoman of Kag…","Berries, Citrus, Plum",Fruity,RM 70,https://shop.cloudcatcher.asia/cdn/shop/files/Kagunyu-Washed-WEB-_Transparent.png?v=1782880408&width=1024,SL28/ SL34,1500m- 1800m,Washed,Unknown,Both,Kenya,No,https://shop.cloudcatcher.asia/products/kenya-kagunyu-natural
545,The Roast Things,KENYA KIAMACORA (KII) FACTORY AA TOP,"Product Details region / Kiambu farm owner / Daniel Kimani Ngumi processing / washed altitude / 1750 masl. varietal / SL28, Ruiru11 source / Villa Clara package weight / 200g ROASTED IN MALAYSIA GRIND SIZE Whole bean Drip Coffee French Press QUANTITY RM90.00 — ADD TO CART PRICE: RM90.00 Share","Hawthorn, Black sugar, Sugar cane",Sweet,RM 90,https://theroastthings.com/cdn/shop/files/TRT26_filter_KenyaKiamacora_0414.jpg?v=1776395576&width=1024,"SL28, Ruiru11 source / Villa Clara package weight / 200g",1750 masl.,washed,Unknown,Filter,Kenya,No,https://theroastthings.com/products/kenya-kiamacora-kii-factory-aa-top
546,The Roast Things,KENYA NYERI HILL FACTORY AA TOP,"Product Details region / Nyeri washing station / Nyeri Hill Farm processing / Washed altitude / 1700 masl. varietal / SL28, SL34, Ruiru11 source / Villa Clara package weight / 200g ROASTED IN MALAYSIA GRIND SIZE Whole bean Drip Coffee French Press QUANTITY RM90.00 — ADD TO CART PRICE: RM90.00 Share","Roselle flower, Palm sugar, Blueberry","Fruity, Sweet, Floral",RM 90,https://theroastthings.com/cdn/shop/files/TRT26_filter_KenyaNyeriHF_0518.jpg?v=1779172710&width=1024,"SL28, SL34, Ruiru11 source / Villa Clara package weight / 200g",1700 masl.,Washed,Unknown,Filter,Kenya,No,https://theroastthings.com/products/kenya-nyeri-hill-factory-aa-top
547,Thunder Bean,Kenya Nyeri Ndiani C,,"Floral, Orange, Blackcurrant","Floral, Fruity",RM 41,https://cdn.shopify.com/s/files/1/0715/7612/5665/files/KenyaNdianiC.png?v=1772777759,,,Washed,Medium,Both,Kenya,No,https://www.thunderbean.life/products/kenya-nyeri
548,Sweet Blossom Coffee,La Margarita Reserva Lot Roses,"Rendered Sweet Blossom bag label for La Margarita Reserva Lot Roses; the label supplies the cup notes, origin, variety, process, brew use and pack size.","Lychee, White Ginger Lily, Honey, Lemon Essential","Fruity, Spices, Sweet, Floral",RM 280,"https://static.wixstatic.com/media/08b81c_908c7a3c37ec472a9741891d70b5d8f0~mv2.png/v1/fill/w_801,h_768,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/08b81c_908c7a3c37ec472a9741891d70b5d8f0~mv2.png",Geisha,,Washed,Unknown,Filter,Peru,No,https://www.sweetblossomcoffee.com/products/lamargarita
549,Cloud Catcher Roastery,Nicaragua Buenos Aires Maracaturra Jr. - Washed,"SALE PRICE RM64.00 The name refers to its grain size classification. While the Maracaturra variety typically produces large beans (above screen size 16), this lot is called “Junior” due to its smaller screen size. Despite the difference in size, this Maracaturra Jr. delivers the same sensory profile as its larger counterparts. Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Mulberry, Vanilla, Blackberry Jam, Cranberry ORIGIN TALES Producer Luis Emi…","Mulberry, Vanilla, Blackberry Jam, Cranberry","Fruity, Sweet",RM 64,https://shop.cloudcatcher.asia/cdn/shop/files/Maracaturra-junior-WEB.png?v=1764580402&width=1024,Maracaturra Jr.,1250m-1450m,Washed,Unknown,Both,Nicaragua,No,https://shop.cloudcatcher.asia/products/nicaragua-buenos-aires-maracaturra-jr-washed
550,Cloud Catcher Roastery,Nicaragua El Avión - Washed,"SALE PRICE RM60.00 Cup of Excellence-winning coffee from Mario Gonzalez's El Avión farm in Mozonte, Nueva Segovia. Grown at 1500m, this washed Catuai & Catimor lot delivers a delicate and refined profile with notes of lychee, rose water, jasmine, and white grapes; a true showcase of Nicaraguan specialty coffee excellence Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Lychee, Rose Water, Jasmine, White Grapes ORIGIN TALES Producer Mario Gonzalez Or…","Lychee, Rose Water, Jasmine, White Grapes","Fruity, Floral",RM 60,https://shop.cloudcatcher.asia/cdn/shop/files/El-Avion-2025_4a3f859a-b177-4827-abda-0c653b2764ea.png?v=1754618947&width=1024,Catuai / Catimor,1500m,Washed,Unknown,Both,Nicaragua,No,https://shop.cloudcatcher.asia/products/nicaragua-el-avion-washed
551,Cloud Catcher Roastery,Nicaragua El Hormiguero - Washed,"SALE PRICE RM60.00 In the Dipilto highlands, Ramon Blandino greeted us with a radiant smile that endured in our hearts. This coffee radiates that sweet and vibrant encounter, with notes of Rose Apple, Stewed Pear and citrus. Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Rose Apple, Stewed Pear, Citrus, Red Berries ORIGIN TALES Producer Freddy & Ramon Blandino Origin Dipilto, Nueva Segovia Varietal Bourbon Tekisic Process Washed Altitude 1500m ABO…","Rose Apple, Stewed Pear, Citrus, Red Berries","Fruity, Floral",RM 60,https://shop.cloudcatcher.asia/cdn/shop/files/El-Homiguero-2025_bd758831-0461-4863-9f6a-85aa4d593246.png?v=1754878320&width=1024,Bourbon Tekisic,1500m,Washed,Unknown,Both,Nicaragua,No,https://shop.cloudcatcher.asia/products/nicaragua-el-hormiguero-washed-copy
552,Cloud Catcher Roastery,Nicaragua El Lino - Washed,"SALE PRICE RM68.00 A bright and elegant washed coffee from Dipilto, Nicaragua. Expect a clean cup with notes of mandarin, peach, jasmine tea, and blackcurrant, showcasing refined acidity and a smooth, tea-like finish. Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Mandarin, Peach, Jasmine tea, Blackcurrant ORIGIN TALES Producer Luis Emilio Valladárez Zelaya Origin Nicaragua Varietal Caturra Process Washed Altitude 1250m-1450m ABOUT LUIS Luis Emili…","Mandarin, Peach, Jasmine tea, Blackcurrant","Fruity, Green/Vegetative, Floral",RM 68,https://shop.cloudcatcher.asia/cdn/shop/files/El-Lino-_transparent.png?v=1767861730&width=1024,Caturra,1250m-1450m,Washed,Unknown,Both,Nicaragua,No,https://shop.cloudcatcher.asia/products/nicaragua-el-lino-washed
553,The Roast Things,NICARAGUA LOS CIPRESES,Product Details region / Nueva Segovia producer / Emilio Guitierrez processing / Washed altitude / 1300 masl. varietal / Caturra source / Project Origin ROASTED IN MALAYSIA WEIGHT 300g 1kg GRIND SIZE Whole Bean Espresso / Moka Pot French Press Drip Coffee QUANTITY RM75.00 — ADD TO CART PRICE: RM75.00 Share,"Red apple, Brown sugar, Almond, Syrupy","Fruity, Nutty/Cocoa, Sweet",RM 50,https://theroastthings.com/cdn/shop/files/TRT26_NicaraguaLosCipreses_0513.jpg?v=1778847914&width=1024,Caturra source / Project Origin,1300 masl.,Washed,Unknown,Filter,Nicaragua,No,https://theroastthings.com/products/nicaragua-los-cipreses
554,The Roast Things,NICARAGUA LOS JILGUEROS,Product Details region / Nueva Segovia farm owner / Manuel Armando Peralta processing / washed altitude / 1350 masl. varietal / Java source / Project Origin package weight / 200g ROASTED IN MALAYSIA GRIND SIZE Whole bean Drip Coffee French Press ROAST DATE 14/07/2026 27/07/2026 QUANTITY RM90.00 — ADD TO CART PRICE: RM90.00 Share,"Fuji apple, Brown sugar, Black tea, Silky","Fruity, Green/Vegetative, Sweet",RM 90,https://theroastthings.com/cdn/shop/files/TRT26_filter_NIcaraguaLosJilgueros_0518.jpg?v=1779171640&width=1024,Java source / Project Origin package weight / 200g,1350 masl.,washed,Unknown,Filter,Nicaragua,No,https://theroastthings.com/products/nicaragua-los-jilgueros
555,Cloud Catcher Roastery,Nicaragua Los Jilgueros - Washed,"SALE PRICE RM80.00 A classic Java with pure elegance. Delicate white florals, soft tea-like texture, and gentle sweetness define this clean, floral cup—an essential profile we return to year after year. Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Jasmine, Rose Water, Citrus, Caramel ORIGIN TALES Producer Manuel Armando Peralta Origin Nicaragua Varietal Java Process Washed Altitude 1350m ABOUT LOS JILGUEROS Los Jilgueros, a specialty coffee farm…","Jasmine, Rose Water, Citrus, Caramel","Fruity, Sweet, Floral",RM 80,https://shop.cloudcatcher.asia/cdn/shop/files/Los-Jilgueros-WEB-_Transparent.png?v=1770959260&width=1024,Java,1350m,Washed,Unknown,Both,Nicaragua,No,https://shop.cloudcatcher.asia/products/nicaragua-los-jilgueros-washed
556,Cloud Catcher Roastery,Nicaragua Santa Trinidad - Washed,"SALE PRICE RM92.00 Grown in the densely shaded forests along the Nicaragua-Honduras border, this lot showcases the best of Pacamara and Maracaturra—rich, sweet, and full-bodied. A striking expression from producer Favio Rodriguez. Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Purple Grapes, Peach, Jasmine, Creamy, ORIGIN TALES Producer Favio Rodriguez Origin Nicaragua Varietal Maracaturra/ Pacamara Process Washed Altitude 1400m ABOUT SANTA TRINID…","Purple Grapes, Peach, Jasmine, Creamy,","Fruity, Floral",RM 92,https://shop.cloudcatcher.asia/cdn/shop/files/SantaTrinidadWEB_Transparent.png?v=1782878914&width=1024,Maracaturra/ Pacamara,1400m,Washed,Unknown,Both,Nicaragua,No,https://shop.cloudcatcher.asia/products/nicaragua-santa-trinidad-washed
557,The Roast Things,PANAMA FINCA NUGUO 910-N-WS,"Product Details region / Jurutungo, Renacimiento producer / José ""Pocho"" Gallardo farm / finca nuguo processing / Washed altitude / 1920 - 1980 masl varietal / gesha source /Direct Farm package weight / 100g or 15g ROASTED IN MALAYSIA PACKAGE SIZE 15g 100g (roast to order) GRIND SIZE Whole Bean QUANTITY RM65.00 — ADD TO CART PRICE: RM65.00 Share","Mango, Orange blossom, Honey","Fruity, Sweet, Floral",RM 740,https://theroastthings.com/cdn/shop/files/TRT26_filter_PanamaNuguo_0502-107.jpg?v=1779254217&width=1024,gesha source /Direct Farm package weight / 100g or 15g,1920 - 1980 masl,Washed,Unknown,Filter,Panama,No,https://theroastthings.com/products/panama-finca-nuguo-910-n-ws
558,The Roast Things,PANAMA IRIS ESTATE terroir,"Product Details region / Volcán, Chiriquí province producer / Jamison Savage, Sasa Sestic washing station / Lunar Coffee processing / Washed altitude / 1900 - 2300 masl. varietal / Green Tips Geisha source / Project Origin package weight / 100g ROASTED IN MALAYSIA GRIND SIZE Whole Bean Drip Coffee French Press QUANTITY RM118.00 — ADD TO CART PRICE: RM118.00 Share","Tangerine, White florals, Peach, Lingering honey finish","Fruity, Sweet",RM 236,https://theroastthings.com/cdn/shop/files/TRT26_filter_PanamaIrisEstate_0512.jpg?v=1779236637&width=1024,Green Tips Geisha source / Project Origin package weight / 100g,1900 - 2300 masl.,Washed,Unknown,Filter,Panama,No,https://theroastthings.com/products/panama-iris-estate-terroir
559,Wolf & Turtle Coffee,Peru Cajamarca Loro Verde,,"Red Apple, Toffee, Cola","Fruity, Sweet",RM 44,https://cdn.shopify.com/s/files/1/0710/0026/0919/files/peru-cajamarca-loro-verde-8540636.jpg?v=1777402566,,,Washed,Medium Light,Both,Peru,No,https://wolfandturtlecoffee.com/products/peru-cajamarca-loro-verde
560,Cloud Catcher Roastery,Peru La Margarita Geisha Lot 003 - Washed,"SALE PRICE RM80.00 La Margarita Geishas are divine and special. During our October 2024 visit, we bonded with Neto & Ivan Solorzano, part of the seven brothers behind this exceptional farm. Experience these truly floral, high-quality Geishas from Cusco, Peru. Roast Profile: Filter Size: 100g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Jasmine, White Peach, Tangerine, White Grape ORIGIN TALES Producer Neto Solorzano Vizarreta Origin Peru Varietal Geisha Process Washed Altitude…","Jasmine, White Peach, Tangerine, White Grape","Fruity, Floral",RM 160,https://shop.cloudcatcher.asia/cdn/shop/files/La-Margarita-Lot-003.png?v=1749785707&width=1024,Geisha,1940m,Washed,Unknown,Filter,Peru,No,https://shop.cloudcatcher.asia/products/peru-la-magarita-geisha-lot-003-washed
561,Cloud Catcher Roastery,Peru La Margarita Geisha Lot GWT - Washed,"SALE PRICE RM80.00 La Margarita Geishas are divine and special. During our October 2024 visit, we bonded with Neto & Ivan Solorzano, part of the seven brothers behind this exceptional farm. Experience these truly floral, high-quality Geishas from Cusco, Peru. Roast Profile: Filter Size: 100g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Jasmine, White Grape, Black Tea, Citrus ORIGIN TALES Producer Neto Solorzano Vizarreta Origin Peru Varietal Geisha Process Washed Altitude 1940m…","Jasmine, White Grape, Black Tea, Citrus","Fruity, Green/Vegetative, Floral",RM 160,https://shop.cloudcatcher.asia/cdn/shop/files/La-Magarita-GWT.png?v=1741831429&width=1024,Geisha,1940m,Washed,Unknown,Filter,Peru,No,https://shop.cloudcatcher.asia/products/peru-la-magarita-lot-gwt-washed
562,Cloud Catcher Roastery,Peru La Margarita Geisha Lot M3 - Washed,"SALE PRICE RM80.00 La Margarita Geishas are divine and special. During our October 2024 visit, we bonded with Neto & Ivan Solorzano, part of the seven brothers behind this exceptional farm. Experience these truly floral, high-quality Geishas from Cusco, Peru. Roast Profile: Filter Size: 100g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Jasmine, Orange, Pear ORIGIN TALES Producer Neto Solorzano Vizarreta Origin Peru Varietal Geisha Process Washed Altitude 1940m ABOUT LA MARGARIT…","Jasmine, Orange, Pear","Fruity, Floral",RM 160,https://shop.cloudcatcher.asia/cdn/shop/files/La-Margarita-_Lot-M3.png?v=1754369416&width=1024,Geisha,1940m,Washed,Unknown,Filter,Peru,No,https://shop.cloudcatcher.asia/products/peru-la-magarita-geisha-lot-m3-washed
563,Cloud Catcher Roastery,Peru La Margarita Geisha Roses - Washed,"SALE PRICE RM130.00 From the reserve range of La Margarita, Roses is one of the standout Geishas from the latest harvest—elegant, refined, and intensely floral, with notes of lychee, roses, hibiscus, and jasmine. A beautiful expression from the Solorzano brothers. Roast Profile: Filter Size: 100g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Lychee, Roses, Hibiscus, Jasmine ORIGIN TALES Producer Neto Solorzano Vizarreta Origin Peru Varietal Geisha Process Washed Altitude 1940m A…","Lychee, Roses, Hibiscus, Jasmine","Fruity, Floral",RM 260,https://shop.cloudcatcher.asia/cdn/shop/files/La-Margarita-Lot-Roses-WEB-_Transparent.png?v=1779785415&width=1024,Geisha,1940m,Washed,Unknown,Filter,Peru,No,https://shop.cloudcatcher.asia/products/peru-la-margarita-roses-washed
564,Sweet Blossom Coffee,Plan del Hoyo,"Rendered Sweet Blossom bag label for Plan del Hoyo; the label supplies the cup notes, origin, variety, process, brew use and pack size.","Prunes, Melon, Dried Orange, Toffee","Fruity, Sweet",RM 75,"https://static.wixstatic.com/media/08b81c_f3a7ace2d6b84d529cf1f203beed648c~mv2.png/v1/fill/w_801,h_768,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/08b81c_f3a7ace2d6b84d529cf1f203beed648c~mv2.png",Anacafe 14,,Washed,Unknown,Both,El Salvador,No,https://www.sweetblossomcoffee.com/products/plandelhoyo
565,Sweet Blossom Coffee,San Isidro #1 by Moises Sanchez Cortes,"Rendered Sweet Blossom bag label for San Isidro #1 by Moises Sanchez Cortes; the label supplies the cup notes, origin, variety, process, brew use and pack size.","Red Dates, Green Grapes, Sugar Cane, Yellow Raisin","Fruity, Sweet",RM 75,"https://static.wixstatic.com/media/08b81c_e961b0719b6644f4848467a669bd1cfb~mv2.png/v1/fill/w_916,h_878,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/08b81c_e961b0719b6644f4848467a669bd1cfb~mv2.png","Castillo, Colombia",,Washed,Unknown,Both,Colombia,No,https://www.sweetblossomcoffee.com/products/san-isidro
566,Sweet Blossom Coffee,Wete Konga #1,"Rendered Sweet Blossom bag label for Wete Konga #1; the label supplies the cup notes, origin, variety, process, brew use and pack size.","Pink Flower, Apricot, Yuzu, White Tea","Fruity, Green/Vegetative, Floral",RM 75,"https://static.wixstatic.com/media/08b81c_6dab53b0230d4c3f9a16994afd9cfa84~mv2.png/v1/fill/w_916,h_878,al_c,q_90,usm_0.66_1.00_0.01,enc_avif,quality_auto/08b81c_6dab53b0230d4c3f9a16994afd9cfa84~mv2.png",Heirloom,,Washed,Unknown,Both,Ethiopia,No,https://www.sweetblossomcoffee.com/products/wete-konga
567,Drunk Coffee Roasters,Spring Bloom Blend,"ZOOM PREV Meranti Liberica G1 NEXT Velvet Tiramisu SEASONAL HIGHLIGHT FILTER Spring Bloom Blend Floral, silky, and easy to love. Citrus White Floral Silky Body BUYER GUIDANCE BEST FOR Pour Over Daily Brew French Press ESPRESSO USE Possible, but expect a brighter and more expressive cup. TASTE STYLE Fruity Floral Low Acid Bright BUY THIS IF Buy this if you enjoy fruity, floral, low acid black coffee. SKIP THIS IF Skip this if you prefer low-acid, chocolatey, heavy-bodied coffee. CONFIDENCE LEVEL For Curious Drinker…","Citrus, White Floral, Silky Body","Fruity, Floral",RM 49,https://images.ctfassets.net/vfhhplr8rv8r/69Kgn3wjSBxLYbUj4gQopI/28f65a6f9280cdd959c2a59d1701490f/spring-bloom-blend.png?w=1800&h=1800&fit=pad&fm=webp&q=86,,,Washed and Anearobic Natural,Unknown,Filter,Ethiopia,Yes,https://drunkcoffeeroasters.com/coffee/spring-bloom-blend
568,Cloud Catcher Roastery,Kenya Maguta Estate Diamond Lot HP4,"SALE PRICE RM100.00 A washed carbonic maceration coffee highlighting the elegance of SL28 & SL34. Expect a sparkling cup with notes of pink champagne, jasmine, mandarin, and white grape. Roast Profile: Filter Size: 200g Decrease quantity Decrease quantity ADD TO CART THE FLAVOUR PROFILE Tasting Notes Pink Champagne, Jasmine, Mandarin, White Grape ORIGIN TALES Producer David Ngibuini Origin Kenya Varietal SL28/ SL34 Process Washed Carbonic Maceration Altitude 1650-1800m ABOUT MAGUTA ESTATE The Maguta Coffee Estate,…","Pink Champagne, Jasmine, Mandarin, White Grape","Fruity, Floral",RM 100,https://shop.cloudcatcher.asia/cdn/shop/files/HP4-2025.png?v=1756182014&width=1024,SL28/ SL34,1650-1800m,Washed Carbonic Maceration,Unknown,Filter,Kenya,No,https://shop.cloudcatcher.asia/products/kenya-maguta-estate-diamond-lot-hp4
